0,1,2,3,4,5,6,7,G3
0.5379471551167241,7.341180703956847,-1.0813826763464014,1.0710309189732736,2.506727851886451,-3.146654221456919,6.900743857161892,-3.324999490703452,11
-2.290630904464243,2.0103374808444285,-1.7625955263381656,-1.432100305797856,-0.5750008138063518,-0.7191850254830356,0.7317657629461132,-1.5059291130900796,11
1.2695459947114442,-1.9009586502088,-0.6251182397279114,-1.292336678968549,-0.6304702812651376,-2.473490231114727,-1.163660913268081,0.13999499789383502,12
-4.985593577448332,-3.601511827199583,-1.2530492175284578,2.0228547411318787,-1.1344259090390176,-0.6586992990550056,-0.14997148410915256,0.9290952209456135,14
-4.595779552015078,-0.7414454702650459,-0.37114557737705944,1.3964318927294892,-1.071474024864542,-1.2047504917709728,1.2107864603504925,-0.07337456636836161,13
1.3546209208179891,-1.5170467460322974,0.16646724712304575,2.3696494345815173,-0.9431533077431843,0.03818655950661342,0.1214756483672204,-0.6805970007124806,13
-4.6736541450549804,-1.214387637802254,-0.4299286813750681,-0.3182976403171742,0.09432733609983476,0.4489508159058516,-1.3990469407144488,-1.1715869021696221,13
-2.450442971416443,-0.560808546041856,-1.758493056584711,0.4892314158407058,3.2246315583898846,-0.5241615227937634,2.150640821559814,-0.0994396018426054,13
-5.222880100860663,-5.732749687635551,-2.1266288196810845,-0.26621035119938874,1.5605082143382742,-1.431985612621875,-0.6093668719114002,0.28701140424413885,17
-4.671188519719272,-0.8061511646265054,-0.5974862150101512,2.921823470348157,-1.1830110271478151,-0.39335656815245285,-0.3461554427708205,-1.1352721715900482,13
-2.937117513012134,-3.951715221435551,-0.6098874905319888,1.6576515974885073,2.253456981460939,-0.48875231686865894,-0.6788654520707249,0.44716555797498536,14
-4.520494584074775,0.6673977039188802,-2.099169025849741,0.20024676581196768,-1.187562023280811,-1.9601048719176009,0.07427209019352918,-0.6986944712877803,13
-4.662054107544252,-1.46930933258047,1.4115101024948502,2.741036304423553,-0.06895969028762776,-1.3007338469140326,0.2814047214929537,0.22059489245878575,12
-4.614371418095151,-0.7622311326216007,0.05273637843893137,1.7144257522702318,1.018019310892524,-0.38727739649137527,-0.8117970041237487,-1.027095729242994,13
-4.987870670148743,-3.4315988407567284,-1.1763054604825758,0.11449434258263422,-0.3339500790122583,-0.4800214081164828,-1.374541096135174,-1.2471567022529162,15
0.5525866678024405,-8.464644771917023,0.4649763422196508,0.5984164588216871,1.856559416998441,0.4921541189520691,-0.7274827122535215,-0.8133110310724069,17
